Data,Unidade,Linha,Turno,Producao_Planejada,Producao_Real
2024-12-01,Base Macaé,Linha C,Noite,80,63
2024-12-02,Base Macaé,Linha A,Manhã,120,114
2024-12-02,Base Macaé,Linha A,Tarde,120,97
2024-12-02,Base Macaé,Linha A,Noite,120,109
2024-12-02,Base Macaé,Linha B,Manhã,100,81
2024-12-02,Base Macaé,Linha B,Tarde,100,95
2024-12-02,Base Macaé,Linha B,Noite,100,93
2024-12-02,Base Macaé,Linha C,Manhã,80,72
2024-12-02,Base Macaé,Linha C,Tarde,80,70
2024-12-02,Base Macaé,Linha C,Noite,80,57
2024-12-03,Base Macaé,Linha A,Manhã,120,90
2024-12-03,Base Macaé,Linha A,Tarde,120,110
2024-12-03,Base Macaé,Linha A,Noite,120,109
2024-12-03,Base Macaé,Linha B,Manhã,100,83
2024-12-03,Base Macaé,Linha B,Tarde,100,89
2024-12-03,Base Macaé,Linha B,Noite,100,75
2024-12-03,Base Macaé,Linha C,Manhã,80,72
2024-12-03,Base Macaé,Linha C,Tarde,80,58
2024-12-03,Base Macaé,Linha C,Noite,80,59
2024-12-04,Base Macaé,Linha A,Manhã,120,110
2024-12-04,Base Macaé,Linha A,Tarde,120,106
2024-12-04,Base Macaé,Linha A,Noite,120,114
2024-12-04,Base Macaé,Linha B,Manhã,100,79
2024-12-04,Base Macaé,Linha B,Tarde,100,79
2024-12-04,Base Macaé,Linha B,Noite,100,82
2024-12-04,Base Macaé,Linha C,Manhã,80,65
2024-12-04,Base Macaé,Linha C,Tarde,80,69
2024-12-04,Base Macaé,Linha C,Noite,80,62
2024-12-05,Base Macaé,Linha A,Manhã,120,114
2024-12-05,Base Macaé,Linha A,Tarde,120,104
2024-12-05,Base Macaé,Linha A,Noite,120,107
2024-12-05,Base Macaé,Linha B,Manhã,100,90
2024-12-05,Base Macaé,Linha B,Tarde,100,93
2024-12-05,Base Macaé,Linha B,Noite,100,91
2024-12-05,Base Macaé,Linha C,Manhã,80,65
2024-12-05,Base Macaé,Linha C,Tarde,80,61
2024-12-05,Base Macaé,Linha C,Noite,80,65
2024-12-06,Base Macaé,Linha A,Manhã,120,106
2024-12-06,Base Macaé,Linha A,Tarde,120,90
2024-12-06,Base Macaé,Linha A,Noite,120,109
2024-12-06,Base Macaé,Linha B,Manhã,100,97
2024-12-06,Base Macaé,Linha B,Tarde,100,96
2024-12-06,Base Macaé,Linha B,Noite,100,93
2024-12-06,Base Macaé,Linha C,Manhã,80,68
2024-12-06,Base Macaé,Linha C,Tarde,80,61
2024-12-06,Base Macaé,Linha C,Noite,80,70
2024-12-07,Base Macaé,Linha A,Manhã,120,116
2024-12-07,Base Macaé,Linha A,Tarde,120,115
2024-12-07,Base Macaé,Linha A,Noite,120,97
2024-12-07,Base Macaé,Linha B,Manhã,100,93
2024-12-07,Base Macaé,Linha B,Tarde,100,79
2024-12-07,Base Macaé,Linha B,Noite,100,95
2024-12-07,Base Macaé,Linha C,Manhã,80,64
2024-12-07,Base Macaé,Linha C,Tarde,80,60
2024-12-07,Base Macaé,Linha C,Noite,80,62
2024-12-08,Base Macaé,Linha A,Manhã,120,90
2024-12-08,Base Macaé,Linha A,Tarde,120,117
2024-12-08,Base Macaé,Linha A,Noite,120,116
2024-12-08,Base Macaé,Linha B,Manhã,100,95
2024-12-08,Base Macaé,Linha B,Tarde,100,75
2024-12-08,Base Macaé,Linha B,Noite,100,97
2024-12-08,Base Macaé,Linha C,Manhã,80,62
2024-12-08,Base Macaé,Linha C,Tarde,80,63
2024-12-08,Base Macaé,Linha C,Noite,80,58
2024-12-09,Base Macaé,Linha A,Manhã,120,98
2024-12-09,Base Macaé,Linha A,Tarde,120,96
2024-12-09,Base Macaé,Linha A,Noite,120,109
2024-12-09,Base Macaé,Linha B,Manhã,100,96
2024-12-09,Base Macaé,Linha B,Tarde,100,75
2024-12-09,Base Macaé,Linha B,Noite,100,85
2024-12-09,Base Macaé,Linha C,Manhã,80,62
2024-12-09,Base Macaé,Linha C,Tarde,80,64
2024-12-09,Base Macaé,Linha C,Noite,80,63
2024-12-10,Base Macaé,Linha A,Manhã,120,100
2024-12-10,Base Macaé,Linha A,Tarde,120,115
2024-12-10,Base Macaé,Linha A,Noite,120,102
2024-12-10,Base Macaé,Linha B,Manhã,100,82
2024-12-10,Base Macaé,Linha B,Tarde,100,97
2024-12-10,Base Macaé,Linha B,Noite,100,89
2024-12-10,Base Macaé,Linha C,Manhã,80,53
2024-12-10,Base Macaé,Linha C,Tarde,80,55
2024-12-10,Base Macaé,Linha C,Noite,80,56
2024-12-11,Base Macaé,Linha A,Manhã,120,92
2024-12-11,Base Macaé,Linha A,Tarde,120,108
2024-12-11,Base Macaé,Linha A,Noite,120,102
2024-12-11,Base Macaé,Linha B,Manhã,100,84
2024-12-11,Base Macaé,Linha B,Tarde,100,90
2024-12-11,Base Macaé,Linha B,Noite,100,81
2024-12-11,Base Macaé,Linha C,Manhã,80,56
2024-12-11,Base Macaé,Linha C,Tarde,80,62
2024-12-11,Base Macaé,Linha C,Noite,80,58
2024-12-12,Base Macaé,Linha A,Manhã,120,98
2024-12-12,Base Macaé,Linha A,Tarde,120,112
2024-12-12,Base Macaé,Linha A,Noite,120,109
2024-12-12,Base Macaé,Linha B,Manhã,100,78
2024-12-12,Base Macaé,Linha B,Tarde,100,85
2024-12-12,Base Macaé,Linha B,Noite,100,82
2024-12-12,Base Macaé,Linha C,Manhã,80,69
2024-12-12,Base Macaé,Linha C,Tarde,80,67
2024-12-12,Base Macaé,Linha C,Noite,80,64
2024-12-13,Base Macaé,Linha A,Manhã,120,91
2024-12-13,Base Macaé,Linha A,Tarde,120,114
2024-12-13,Base Macaé,Linha A,Noite,120,114
2024-12-13,Base Macaé,Linha B,Manhã,100,79
2024-12-13,Base Macaé,Linha B,Tarde,100,95
2024-12-13,Base Macaé,Linha B,Noite,100,83
2024-12-13,Base Macaé,Linha C,Manhã,80,57
2024-12-13,Base Macaé,Linha C,Tarde,80,67
2024-12-13,Base Macaé,Linha C,Noite,80,59
2024-12-14,Base Macaé,Linha A,Manhã,120,94
2024-12-14,Base Macaé,Linha A,Tarde,120,102
2024-12-14,Base Macaé,Linha A,Noite,120,116
2024-12-14,Base Macaé,Linha B,Manhã,100,91
2024-12-14,Base Macaé,Linha B,Tarde,100,90
2024-12-14,Base Macaé,Linha B,Noite,100,95
2024-12-14,Base Macaé,Linha C,Manhã,80,69
2024-12-14,Base Macaé,Linha C,Tarde,80,65
2024-12-14,Base Macaé,Linha C,Noite,80,63
2024-12-15,Base Macaé,Linha A,Manhã,120,103
2024-12-15,Base Macaé,Linha A,Tarde,120,93
2024-12-15,Base Macaé,Linha A,Noite,120,109
2024-12-15,Base Macaé,Linha B,Manhã,100,87
2024-12-15,Base Macaé,Linha B,Tarde,100,81
2024-12-15,Base Macaé,Linha B,Noite,100,95
2024-12-15,Base Macaé,Linha C,Manhã,80,59
2024-12-15,Base Macaé,Linha C,Tarde,80,63
2024-12-15,Base Macaé,Linha C,Noite,80,54
2024-12-16,Base Macaé,Linha A,Manhã,120,109
2024-12-16,Base Macaé,Linha A,Tarde,120,102
2024-12-16,Base Macaé,Linha A,Noite,120,95
2024-12-16,Base Macaé,Linha B,Manhã,100,90
2024-12-16,Base Macaé,Linha B,Tarde,100,82
2024-12-16,Base Macaé,Linha B,Noite,100,93
2024-12-16,Base Macaé,Linha C,Manhã,80,64
2024-12-16,Base Macaé,Linha C,Tarde,80,57
2024-12-16,Base Macaé,Linha C,Noite,80,53
2024-12-17,Base Macaé,Linha A,Manhã,120,95
2024-12-17,Base Macaé,Linha A,Tarde,120,106
2024-12-17,Base Macaé,Linha A,Noite,120,113
2024-12-17,Base Macaé,Linha B,Manhã,100,85
2024-12-17,Base Macaé,Linha B,Tarde,100,79
2024-12-17,Base Macaé,Linha B,Noite,100,78
2024-12-17,Base Macaé,Linha C,Manhã,80,66
2024-12-17,Base Macaé,Linha C,Tarde,80,56
2024-12-17,Base Macaé,Linha C,Noite,80,60
2024-12-18,Base Macaé,Linha A,Manhã,120,97
2024-12-18,Base Macaé,Linha A,Tarde,120,106
2024-12-18,Base Macaé,Linha A,Noite,120,91
2024-12-18,Base Macaé,Linha B,Manhã,100,83
2024-12-18,Base Macaé,Linha B,Tarde,100,90
2024-12-18,Base Macaé,Linha B,Noite,100,89
2024-12-18,Base Macaé,Linha C,Manhã,80,51
2024-12-18,Base Macaé,Linha C,Tarde,80,61
2024-12-18,Base Macaé,Linha C,Noite,80,66
2024-12-19,Base Macaé,Linha A,Manhã,120,116
2024-12-19,Base Macaé,Linha A,Tarde,120,111
2024-12-19,Base Macaé,Linha A,Noite,120,96
2024-12-19,Base Macaé,Linha B,Manhã,100,75
2024-12-19,Base Macaé,Linha B,Tarde,100,94
2024-12-19,Base Macaé,Linha B,Noite,100,87
2024-12-19,Base Macaé,Linha C,Manhã,80,63
2024-12-19,Base Macaé,Linha C,Tarde,80,55
2024-12-19,Base Macaé,Linha C,Noite,80,57
2024-12-20,Base Macaé,Linha A,Manhã,120,100
2024-12-20,Base Macaé,Linha A,Tarde,120,90
2024-12-20,Base Macaé,Linha A,Noite,120,93
2024-12-20,Base Macaé,Linha B,Manhã,100,91
2024-12-20,Base Macaé,Linha B,Tarde,100,81
2024-12-20,Base Macaé,Linha B,Noite,100,82
2024-12-20,Base Macaé,Linha C,Manhã,80,64
2024-12-20,Base Macaé,Linha C,Tarde,80,70
2024-12-20,Base Macaé,Linha C,Noite,80,56
2024-12-21,Base Macaé,Linha A,Manhã,120,94
2024-12-21,Base Macaé,Linha A,Tarde,120,98
2024-12-21,Base Macaé,Linha A,Noite,120,94
2024-12-21,Base Macaé,Linha B,Manhã,100,91
2024-12-21,Base Macaé,Linha B,Tarde,100,86
2024-12-21,Base Macaé,Linha B,Noite,100,86
2024-12-21,Base Macaé,Linha C,Manhã,80,53
2024-12-21,Base Macaé,Linha C,Tarde,80,56
2024-12-21,Base Macaé,Linha C,Noite,80,62
2024-12-22,Base Macaé,Linha A,Manhã,120,106
2024-12-22,Base Macaé,Linha A,Tarde,120,94
2024-12-22,Base Macaé,Linha A,Noite,120,99
2024-12-22,Base Macaé,Linha B,Manhã,100,90
2024-12-22,Base Macaé,Linha B,Tarde,100,81
2024-12-22,Base Macaé,Linha B,Noite,100,82
2024-12-22,Base Macaé,Linha C,Manhã,80,67
2024-12-22,Base Macaé,Linha C,Tarde,80,59
2024-12-22,Base Macaé,Linha C,Noite,80,60
2024-12-23,Base Macaé,Linha A,Manhã,120,100
2024-12-23,Base Macaé,Linha A,Tarde,120,114
2024-12-23,Base Macaé,Linha A,Noite,120,92
2024-12-23,Base Macaé,Linha B,Manhã,100,87
2024-12-23,Base Macaé,Linha B,Tarde,100,93
2024-12-23,Base Macaé,Linha B,Noite,100,88
2024-12-23,Base Macaé,Linha C,Manhã,80,70
2024-12-23,Base Macaé,Linha C,Tarde,80,57
2024-12-23,Base Macaé,Linha C,Noite,80,61
2024-12-24,Base Macaé,Linha A,Manhã,120,104
2024-12-24,Base Macaé,Linha A,Tarde,120,107
2024-12-24,Base Macaé,Linha A,Noite,120,95
2024-12-24,Base Macaé,Linha B,Manhã,100,86
2024-12-24,Base Macaé,Linha B,Tarde,100,83
2024-12-24,Base Macaé,Linha B,Noite,100,97
2024-12-24,Base Macaé,Linha C,Manhã,80,53
2024-12-24,Base Macaé,Linha C,Tarde,80,58
2024-12-24,Base Macaé,Linha C,Noite,80,66
2024-12-25,Base Macaé,Linha A,Manhã,120,101
2024-12-25,Base Macaé,Linha A,Tarde,120,116
2024-12-25,Base Macaé,Linha A,Noite,120,102
2024-12-25,Base Macaé,Linha B,Manhã,100,94
2024-12-25,Base Macaé,Linha B,Tarde,100,77
2024-12-25,Base Macaé,Linha B,Noite,100,88
2024-12-25,Base Macaé,Linha C,Manhã,80,52
2024-12-25,Base Macaé,Linha C,Tarde,80,71
2024-12-25,Base Macaé,Linha C,Noite,80,65
2024-12-26,Base Macaé,Linha A,Manhã,120,107
2024-12-26,Base Macaé,Linha A,Tarde,120,107
2024-12-26,Base Macaé,Linha A,Noite,120,109
2024-12-26,Base Macaé,Linha B,Manhã,100,78
2024-12-26,Base Macaé,Linha B,Tarde,100,76
2024-12-26,Base Macaé,Linha B,Noite,100,83
2024-12-26,Base Macaé,Linha C,Manhã,80,66
2024-12-26,Base Macaé,Linha C,Tarde,80,61
2024-12-26,Base Macaé,Linha C,Noite,80,70
2024-12-27,Base Macaé,Linha A,Manhã,120,102
2024-12-27,Base Macaé,Linha A,Tarde,120,90
2024-12-27,Base Macaé,Linha A,Noite,120,99
2024-12-27,Base Macaé,Linha B,Manhã,100,78
2024-12-27,Base Macaé,Linha B,Tarde,100,77
2024-12-27,Base Macaé,Linha B,Noite,100,77
2024-12-27,Base Macaé,Linha C,Manhã,80,69
2024-12-27,Base Macaé,Linha C,Tarde,80,73
2024-12-27,Base Macaé,Linha C,Noite,80,68
2024-12-28,Base Macaé,Linha A,Manhã,120,116
2024-12-28,Base Macaé,Linha A,Tarde,120,95
2024-12-28,Base Macaé,Linha A,Noite,120,107
2024-12-28,Base Macaé,Linha B,Manhã,100,94
2024-12-28,Base Macaé,Linha B,Tarde,100,84
2024-12-28,Base Macaé,Linha B,Noite,100,79
2024-12-28,Base Macaé,Linha C,Manhã,80,63
2024-12-28,Base Macaé,Linha C,Tarde,80,67
2024-12-28,Base Macaé,Linha C,Noite,80,60
2024-12-29,Base Macaé,Linha A,Manhã,120,92
2024-12-29,Base Macaé,Linha A,Tarde,120,109
2024-12-29,Base Macaé,Linha A,Noite,120,117
2024-12-29,Base Macaé,Linha B,Manhã,100,82
2024-12-29,Base Macaé,Linha B,Tarde,100,81
2024-12-29,Base Macaé,Linha B,Noite,100,81
2024-12-29,Base Macaé,Linha C,Manhã,80,70
2024-12-29,Base Macaé,Linha C,Tarde,80,62
2024-12-29,Base Macaé,Linha C,Noite,80,70
2024-12-30,Base Macaé,Linha A,Manhã,120,97
2024-12-30,Base Macaé,Linha A,Tarde,120,99
2024-12-30,Base Macaé,Linha A,Noite,120,100
2024-12-30,Base Macaé,Linha B,Manhã,100,76
2024-12-30,Base Macaé,Linha B,Tarde,100,77
2024-12-30,Base Macaé,Linha B,Noite,100,81
2024-12-30,Base Macaé,Linha C,Manhã,80,60
2024-12-30,Base Macaé,Linha C,Tarde,80,61
2024-12-30,Base Macaé,Linha C,Noite,80,58
2024-12-31,Base Macaé,Linha A,Manhã,120,115
2024-12-31,Base Macaé,Linha A,Tarde,120,108
2024-12-31,Base Macaé,Linha A,Noite,120,111
2024-12-31,Base Macaé,Linha B,Manhã,100,89
2024-12-31,Base Macaé,Linha B,Tarde,100,91
2024-12-31,Base Macaé,Linha B,Noite,100,83
2024-12-31,Base Macaé,Linha C,Manhã,80,56
2024-12-31,Base Macaé,Linha C,Tarde,80,55
2024-12-31,Base Macaé,Linha C,Noite,80,66
